,Unnamed: 0,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude,House district,Senate district
93,93,"1110 Sandusky Rd.,",Northwood,"Jacksonville, IL",62650.0,176,https://www.mhvillage.com/parks/11725,62650,"1110 Sandusky Rd.,Jacksonville, IL, 62650",,,0.0,0.0
94,94,"11122 Station Street,",Paradise Park,"Garden Prairie, IL",61038.0,270,https://www.mhvillage.com/parks/105900,61038,"11122 Station Street,Garden Prairie, IL, 61038",42.2542267,-88.7211657,69.0,35.0
95,95,"1116 South West Street,",Olney Mobile Home Park,"Olney, IL",62450.0,48,https://www.mhvillage.com/parks/11199,62450,"1116 South West Street,Olney, IL, 62450",38.726171,-88.0940998,110.0,55.0
96,96,"112 Wallace Avenue,",Briggs Mobile Home Park,"Dupo, IL",62239.0,14,https://www.mhvillage.com/parks/11349,62239,"112 Wallace Avenue,Dupo, IL, 62239",38.514943,-90.2121698,114.0,57.0
97,97,"1120 North 79th Street,",Park Manor Estates,"East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11374,62203,"1120 North 79th Street,East Saint Louis, IL, 62203",38.605465,-90.064489,113.0,57.0
98,98,"113 Chestnut Street,",JD Singleton Mobile Home Court,"Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10871,62656,"113 Chestnut Street,Lincoln, IL, 62656",40.1535666,-89.3699342,87.0,44.0
99,99,"1134 E Pleasant Hill Rd,",Bush Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58052,62902,"1134 E Pleasant Hill Rd,Carbondale, IL, 62902",37.700181,-89.204547,118.0,59.0
100,100,"114 Hidden Acres Road,",Hidden Acres Mobile Home Park,"Metropolis, IL",62960.0,39,https://www.mhvillage.com/parks/11716,62960,"114 Hidden Acres Road,Metropolis, IL, 62960",,,0.0,0.0
101,101,"1140 North Century Boulevard,",Abe's Estates,"Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10213,61866,"1140 North Century Boulevard,Rantoul, IL, 61866",,,0.0,0.0
102,102,"1147 Rural Street,",Breazeale Trailer Park,"Aurora, IL",60505.0,Not found,https://www.mhvillage.com/parks/10676,60505,"1147 Rural Street,Aurora, IL, 60505",41.7699862,-88.2877832,50.0,25.0
103,103,"1149 South Mill Street,",Nashville Mobile Home Park,"Nashville, IL",62263.0,64,https://www.mhvillage.com/parks/11525,62263,"1149 South Mill Street,Nashville, IL, 62263",,,0.0,0.0
104,104,"115 E Main St,",Three Acre Court,"Staunton, IL",62088.0,Not found,https://www.mhvillage.com/parks/57685,62088,"115 E Main St,Staunton, IL, 62088",39.0122223,-89.7869273,108.0,54.0
105,105,"1150 Briden Drive,",Indian Trails,"Marengo, IL",60152.0,167,https://www.mhvillage.com/parks/11045,60152,"1150 Briden Drive,Marengo, IL, 60152",42.2472844,-88.6227856,69.0,35.0
106,106,"1166 Hollywood Heights Road,",Willow Woods Estates,"Caseyville, IL",62232.0,41,https://www.mhvillage.com/parks/11347,62232,"1166 Hollywood Heights Road,Caseyville, IL, 62232",38.6370332,-89.9881926,112.0,56.0
107,107,"1168 N Grove St,",Gas Lite Village,"Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/106770,62690,"1168 N Grove St,Virden, IL, 62690",39.5153903,-89.7703508,108.0,54.0
108,108,"11701 S Ridgeland Ave,",Arrow Ridge Estates,"Worth, IL",60482.0,93,https://www.mhvillage.com/parks/75081,60482,"11701 S Ridgeland Ave,Worth, IL, 60482",41.677843,-87.778181,35.0,18.0
109,109,"11707 North 2nd Street,",Forest View,"Machesney Park, IL",61115.0,331,https://www.mhvillage.com/parks/104511,61115,"11707 North 2nd Street,Machesney Park, IL, 61115",42.3861555,-89.0182669,90.0,45.0
110,110,"11725 Sourth Ridgeland Avenue,",Arrow Mobile Home Park,"Worth, IL",60482.0,120,https://www.mhvillage.com/parks/10421,60482,"11725 Sourth Ridgeland Avenue,Worth, IL, 60482",,,0.0,0.0
111,111,"11750 South Homan Avenue,",Oak Lane Mobile Home Park,"Merrionette Park, IL",60803.0,223,https://www.mhvillage.com/parks/10359,60803,"11750 South Homan Avenue,Merrionette Park, IL, 60803",,,0.0,0.0
112,112,"119 Hiatt Ln,",Hiatt's Hide-Away,"East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/106688,61611,"119 Hiatt Ln,East Peoria, IL, 61611",,,0.0,0.0
113,113,"119 Walnut St NE,",Franklin & Franklin Mh Park,"Clay City, IL",62824.0,Not found,https://www.mhvillage.com/parks/57990,62824,"119 Walnut St NE,Clay City, IL, 62824",,,0.0,0.0
114,114,"11th St &Amp; E St,",East Street Mobile Home Park,"Erie, IL",61250.0,Not found,https://www.mhvillage.com/parks/107396,61250,"11th St &Amp; E St,Erie, IL, 61250",,,0.0,0.0
115,115,"12 Chrissy Drive,",Jon's Estates,"Sandwich, IL",60548.0,35,https://www.mhvillage.com/parks/10444,60548,"12 Chrissy Drive,Sandwich, IL, 60548",,,0.0,0.0
116,116,"12 Coachlight Drive,",Coach Light Mobile Home Park,"Danville, IL",61832.0,44,https://www.mhvillage.com/parks/11459,61832,"12 Coachlight Drive,Danville, IL, 61832",,,0.0,0.0
117,117,"120 North Cherokee Street,",Bailey Park,"Taylorville, IL",62568.0,41,https://www.mhvillage.com/parks/10279,62568,"120 North Cherokee Street,Taylorville, IL, 62568",39.5502584,-89.2902442,107.0,54.0
118,118,"1200 E 9th St,",Oakview Mobile Home Park,"West Frankfort, IL",62896.0,Not found,https://www.mhvillage.com/parks/57628,62896,"1200 E 9th St,West Frankfort, IL, 62896",37.906778,-88.914358,117.0,59.0
119,119,"1200 N Division St,",Hi-Way Mh Park,"Harvard, IL",60033.0,Not found,https://www.mhvillage.com/parks/57867,60033,"1200 N Division St,Harvard, IL, 60033",42.42853,-88.613649,69.0,35.0
120,120,"1200 South 28th Street,",Parkview Mobile Home Park,"Mount Vernon, IL",62864.0,Not found,https://www.mhvillage.com/parks/10657,62864,"1200 South 28th Street,Mount Vernon, IL, 62864",38.303373,-88.924608,116.0,58.0
121,121,"1200 West Blvd,",Oak Park Estates,"Belleville, IL",62221.0,85,https://www.mhvillage.com/parks/11691,62221,"1200 West Blvd,Belleville, IL, 62221",38.532004,-89.9596687,113.0,57.0
122,122,"1202 Perrysville Avenue,",Danville Mobile Home Park,"Danville, IL",61832.0,110,https://www.mhvillage.com/parks/11462,61832,"1202 Perrysville Avenue,Danville, IL, 61832",40.110454,-87.609145,104.0,52.0
123,123,"1202 W Broadway,",Heartland Manor M H C,"Steeleville, IL",62288.0,Not found,https://www.mhvillage.com/parks/57683,62288,"1202 W Broadway,Steeleville, IL, 62288",38.0100304,-89.6714311,115.0,58.0
124,124,"1207 East Pleasant Hill Road,",Frost Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/10613,62902,"1207 East Pleasant Hill Road,Carbondale, IL, 62902",37.7002151,-89.2065743,118.0,59.0
125,125,"1209 West Cherry Street,",Quiet Lane Mobile Home Park,"Robinson, IL",62454.0,30,https://www.mhvillage.com/parks/10427,62454,"1209 West Cherry Street,Robinson, IL, 62454",39.0083641,-87.7569299,102.0,51.0
126,126,"1210 Dowining Street,",Hyde Park Manufactured Housing Community,"Decatur, IL",62521.0,182,https://www.mhvillage.com/parks/10884,62521,"1210 Dowining Street,Decatur, IL, 62521",,,0.0,0.0
127,127,"1211 West Locust Street,",Bel-Bo Mobile Home Park,"Belvidere, IL",61008.0,Not found,https://www.mhvillage.com/parks/10162,61008,"1211 West Locust Street,Belvidere, IL, 61008",42.2531394,-88.860729,68.0,34.0
128,128,"1212 Epsilon Street,",Maple Grove Estates,"Bloomington, IL",61701.0,218,https://www.mhvillage.com/parks/11056,61701,"1212 Epsilon Street,Bloomington, IL, 61701",40.4638321,-89.0195154,91.0,46.0
129,129,"1214 12th St,",Dunbar Mobile Home Park,"Erie, IL",61250.0,Not found,https://www.mhvillage.com/parks/107130,61250,"1214 12th St,Erie, IL, 61250",41.6609633,-90.0782902,73.0,37.0
130,130,"1214-1224 Sycamore St,",Sycamore Street MHP,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/107418,62801,"1214-1224 Sycamore St,Centralia, IL, 62801",38.5331616,-89.1263517,110.0,55.0
131,131,"1215 E Washington St,",Washington Park MHP,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/106992,61455,"1215 E Washington St,Macomb, IL, 61455",40.4573646,-90.6559959,71.0,36.0
132,132,"1215 Price St,",Hildy Mobile Home Park,"Morris, IL",60450.0,Not found,https://www.mhvillage.com/parks/106920,60450,"1215 Price St,Morris, IL, 60450",41.3674673,-88.417032,75.0,38.0
133,133,"1219 N 20th St,",Meadow Vista MHP,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/106222,62966,"1219 N 20th St,Murphysboro, IL, 62966",37.7747414,-89.346127,115.0,58.0
134,134,"1219 N Cheney St,",Cherry Wood Trailer Park,"Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57668,62568,"1219 N Cheney St,Taylorville, IL, 62568",39.5621283,-89.3070373,107.0,54.0
135,135,"122 Greenwood Ave,",Hillcrest Mobile Manor,"Bloomington, IL",61704.0,80,https://www.mhvillage.com/parks/11054,61704,"122 Greenwood Ave,Bloomington, IL, 61704",40.4587345,-89.0023115,88.0,44.0
136,136,"1220 Hinckley St,",Patterson Mh Park,"Aurora, IL",60505.0,Not found,https://www.mhvillage.com/parks/58111,60505,"1220 Hinckley St,Aurora, IL, 60505",41.7327227,-88.309114,83.0,42.0
137,137,"1220 Rim Road,",Quincy View,"Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/128988,62305,"1220 Rim Road,Quincy, IL, 62305",,,0.0,0.0
138,138,"1225 4H Park Road,",Vermillion Estates,"Pontiac, IL",61764.0,140,https://www.mhvillage.com/parks/10863,61764,"1225 4H Park Road,Pontiac, IL, 61764",,,0.0,0.0
139,139,"1226 Portland Ave,",Kesler Trailer Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57970,62234,"1226 Portland Ave,Collinsville, IL, 62234",38.6841111,-89.9745562,112.0,56.0
140,140,"1230 21st St,",Simonson Cove,"Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/107172,62656,"1230 21st St,Lincoln, IL, 62656",40.1614404,-89.3840517,87.0,44.0
141,141,"1235 East Pershing Road,",Turk's Mobile Home Park,"Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10891,62526,"1235 East Pershing Road,Decatur, IL, 62526",39.8772817,-88.9404301,96.0,48.0
142,142,"12357 South Ashland Avenue,",Century Mobile Home Park,"Calumet Park, IL",60827.0,Not found,https://www.mhvillage.com/parks/10355,60827,"12357 South Ashland Avenue,Calumet Park, IL, 60827",41.6687955,-87.6609896,28.0,14.0
143,143,"1236 North Oaklane Road Lot 317,",Lincoln Place,"Springfield, IL",62707.0,322,https://www.mhvillage.com/parks/11270,62707,"1236 North Oaklane Road Lot 317,Springfield, IL, 62707",,,0.0,0.0
144,144,"1237 Perrysville Road,",St Clair Mobile Home Park,"Danville, IL",61832.0,50,https://www.mhvillage.com/parks/11478,61832,"1237 Perrysville Road,Danville, IL, 61832",40.1084196,-87.6003171,104.0,52.0
145,145,"124 Apple St,",Pleasant Acres Living Spaces,"Vienna, IL",62995.0,Not found,https://www.mhvillage.com/parks/57651,62995,"124 Apple St,Vienna, IL, 62995",,,0.0,0.0
146,146,"1244 N Main St,",Sutton Place,"Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/106870,61944,"1244 N Main St,Paris, IL, 61944",,,0.0,0.0
147,147,"1251 Lauren Drive,",Triangle Manufactured Home Community,"Sandwich, IL",60548.0,72,https://www.mhvillage.com/parks/10446,60548,"1251 Lauren Drive,Sandwich, IL, 60548",41.6459707,-88.6394383,75.0,38.0
148,148,"1268 E Pleasant Hill Rd,",Oak Hills Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58046,62902,"1268 E Pleasant Hill Rd,Carbondale, IL, 62902",37.700045,-89.2066363,118.0,59.0
149,149,"1285 E Pleasant Hill Rd,",Southwood Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58043,62902,"1285 E Pleasant Hill Rd,Carbondale, IL, 62902",37.7002031,-89.2067343,118.0,59.0
150,150,"13 Mobile Home Drive,",J & M Mobile Home Park,"Du Quoin, IL",62832.0,20,https://www.mhvillage.com/parks/11158,62832,"13 Mobile Home Drive,Du Quoin, IL, 62832",38.0108739,-89.2490194,115.0,58.0
151,151,"1300 Block N 1st St,",North Town Trailer Park,"Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/106818,62226,"1300 Block N 1st St,Swansea, IL, 62226",,,0.0,0.0
152,152,"1300 North Maplewood Drive,",Maplewood Estates,"Rantoul, IL",61866.0,112,https://www.mhvillage.com/parks/10224,61866,"1300 North Maplewood Drive,Rantoul, IL, 61866",40.3161207,-88.1365038,104.0,52.0
153,153,"1301 East Leverett Road #31,",Country Tyme Estates,"Champaign, IL",61821.0,44,https://www.mhvillage.com/parks/10202,61821,"1301 East Leverett Road #31,Champaign, IL, 61821",,,0.0,0.0
154,154,"13011 Office Drive,",Oak Lawn Mobile Home Park,"Poplar Grove, IL",61065.0,180,https://www.mhvillage.com/parks/10169,61065,"13011 Office Drive,Poplar Grove, IL, 61065",42.3432324,-88.8521635,69.0,35.0
155,155,"1302 South Main Street,",E-Z Mobile Home Park,"Monmouth, IL",61462.0,20,https://www.mhvillage.com/parks/11519,61462,"1302 South Main Street,Monmouth, IL, 61462",40.8972351,-90.6487414,71.0,36.0
156,156,"1309 1st St,",Silvis Heights MHP,"Silvis, IL",61282.0,Not found,https://www.mhvillage.com/parks/107080,61282,"1309 1st St,Silvis, IL, 61282",41.4962558,-90.4247021,72.0,36.0
157,157,"1323 Gold Street,",2 Creeks Community,"Greenville, IL",62246.0,100,https://www.mhvillage.com/parks/10155,62246,"1323 Gold Street,Greenville, IL, 62246",38.8779086,-89.3949556,109.0,55.0
158,158,"1330 N 17th St,",Germains Mh Park,"Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/57673,62226,"1330 N 17th St,Swansea, IL, 62226",38.5324603,-90.001749,113.0,57.0
159,159,"1330 Rand Road,",Rand Road Community,"Des Plaines, IL",60016.0,140,https://www.mhvillage.com/parks/10373,60016,"1330 Rand Road,Des Plaines, IL, 60016",42.050116,-87.890418,56.0,28.0
160,160,"1330 West Williams Street,",Long's Mobile Home Park,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11458,61832,"1330 West Williams Street,Danville, IL, 61832",40.1346204,-87.6493896,104.0,52.0
161,161,"1332 Leland St,",Greenwood Mh Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57971,62234,"1332 Leland St,Collinsville, IL, 62234",,,0.0,0.0
162,162,"1336 Douglas Avenue,",Oak Grove Mobile Home Village,"Montgomery, IL",60538.0,85,https://www.mhvillage.com/parks/10689,60538,"1336 Douglas Avenue,Montgomery, IL, 60538",,,0.0,0.0
163,163,"134 County Lane West,",Country View Mobile Home Community,"Pierron, IL",62273.0,122,https://www.mhvillage.com/parks/10160,62273,"134 County Lane West,Pierron, IL, 62273",,,0.0,0.0
164,164,"1343 N Arthur Burch Dr,",Oak Creek Estates,"Bourbonnais, IL",60914.0,343,https://www.mhvillage.com/parks/10692,60914,"1343 N Arthur Burch Dr,Bourbonnais, IL, 60914",,,0.0,0.0
165,165,"1343 S County Line Rd,",Crab Orchard Lake Mh Community,"Carbondale, IL",62902.0,125,https://www.mhvillage.com/parks/10609,62902,"1343 S County Line Rd,Carbondale, IL, 62902",37.7523572,-89.1518872,118.0,59.0
166,166,"135 Arapaho Drive,",Arapaho Village,"Belleville, IL",62220.0,147,https://www.mhvillage.com/parks/11306,62220,"135 Arapaho Drive,Belleville, IL, 62220",38.4985362,-90.0055335,113.0,57.0
167,167,"135 Mallard Dr.,",Mallard Lake,"Pontoon Beach, IL",62040.0,278,https://www.mhvillage.com/parks/29231,62040,"135 Mallard Dr.,Pontoon Beach, IL, 62040",38.727928,-90.061734,111.0,56.0
168,168,"135 Stowaway,",Ports of Sullivan,"Lakemoor, IL",60051.0,Not found,https://www.mhvillage.com/parks/129651,60051,"135 Stowaway,Lakemoor, IL, 60051",42.3434037,-88.1947089,64.0,32.0
169,169,"1350 South Brookside Street,",Brookside Mobile Home Park,"Centralia, IL",62801.0,128,https://www.mhvillage.com/parks/10994,62801,"1350 South Brookside Street,Centralia, IL, 62801",,,0.0,0.0
170,170,"1351 Chicago Avenue,",Shamrock Mobile Home Park,"Dixon, IL",61021.0,16,https://www.mhvillage.com/parks/10843,61021,"1351 Chicago Avenue,Dixon, IL, 61021",41.8317405,-89.462855,74.0,37.0
171,171,"13555 South Archer Avenue,",Busy Bee Mobile Home Park,"Lemont, IL",60439.0,Not found,https://www.mhvillage.com/parks/10397,60439,"13555 South Archer Avenue,Lemont, IL, 60439",,,0.0,0.0
172,172,"1362 W. Williams Street,",Big Rock Mobile Home Court,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11457,61832,"1362 W. Williams Street,Danville, IL, 61832",40.1344443,-87.6526684,104.0,52.0
173,173,"13667 Western Avenue,",Blue Island Mobile Home Park,"Blue Island, IL",60406.0,Not found,https://www.mhvillage.com/parks/10344,60406,"13667 Western Avenue,Blue Island, IL, 60406",41.644483,-87.679979,28.0,14.0
174,174,"13964 Round Grove Rd,",Honeycutt Hill Mobile Home Park,"Morrison, IL",61270.0,Not found,https://www.mhvillage.com/parks/106858,61270,"13964 Round Grove Rd,Morrison, IL, 61270",,,0.0,0.0
175,175,"14 Central,",Shady Oaks,"Minooka, IL",60447.0,364,https://www.mhvillage.com/parks/10555,60447,"14 Central,Minooka, IL, 60447",,,0.0,0.0
176,176,"14 Eastwinds Trail,",East Winds Mobile Home Park,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/37094,62801,"14 Eastwinds Trail,Centralia, IL, 62801",,,0.0,0.0
177,177,"140 South Wood Dale Road,",Wood Dale Estates,"Wood Dale, IL",60191.0,97,https://www.mhvillage.com/parks/10477,60191,"140 South Wood Dale Road,Wood Dale, IL, 60191",41.954537,-87.978855,48.0,24.0
178,178,"1400 Cedar Street,",Midtown Trailer Court,"Lawrenceville, IL",62439.0,Not found,https://www.mhvillage.com/parks/10834,62439,"1400 Cedar Street,Lawrenceville, IL, 62439",38.720378,-87.686637,102.0,51.0
179,179,"1400 Cleveland Rd,",Willow Haven Mobile Home Community,"Colona, IL",61241.0,110,https://www.mhvillage.com/parks/10579,61241,"1400 Cleveland Rd,Colona, IL, 61241",41.4865341,-90.3350462,71.0,36.0
180,180,"1400 South Johnson Street,",Greenview Estates Mobile Home Park,"Macomb, IL",61455.0,79,https://www.mhvillage.com/parks/11031,61455,"1400 South Johnson Street,Macomb, IL, 61455",,,0.0,0.0
181,181,"14001 S. Western Avenue,",Western Crossing,"Dixmoor, IL",60426.0,Not found,https://www.mhvillage.com/parks/129298,60426,"14001 S. Western Avenue,Dixmoor, IL, 60426",,,0.0,0.0
182,182,"14001 Western Avenue,",Modern Estates & Forest View Mobile Home Park,"Blue Island, IL",60406.0,Not found,https://www.mhvillage.com/parks/10349,60406,"14001 Western Avenue,Blue Island, IL, 60406",41.636921,-87.678369,30.0,15.0
183,183,"1401 N Illinois St,",M & M Mobile Manor,"Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/11320,62226,"1401 N Illinois St,Swansea, IL, 62226",38.527642,-89.984305,113.0,57.0
184,184,"1401 North 3rd Street,",Lucky Horseshoe,"Riverton, IL",62561.0,140,https://www.mhvillage.com/parks/11247,62561,"1401 North 3rd Street,Riverton, IL, 62561",39.8594069,-89.5445369,108.0,54.0
185,185,"1401 South Whittle Avenue,",Fehrenbacher Mobile Home Park,"Olney, IL",62450.0,92,https://www.mhvillage.com/parks/11198,62450,"1401 South Whittle Avenue,Olney, IL, 62450",38.71734,-88.084998,110.0,55.0
186,186,"1406 S Cross Street,",Bennett Mobile Home Park,"Robinson, IL",62454.0,Not found,https://www.mhvillage.com/parks/57725,62454,"1406 S Cross Street,Robinson, IL, 62454",38.9943,-87.738763,102.0,51.0
187,187,"1410 West Dr,",Newcastle Park LLC,"Bethalto, IL",62010.0,33,https://www.mhvillage.com/parks/10932,62010,"1410 West Dr,Bethalto, IL, 62010",38.9130792,-90.0622317,111.0,56.0
188,188,"1410 West Saint Louis Avenue,",Vandalia Mobile Home Park,"Vandalia, IL",62471.0,Not found,https://www.mhvillage.com/parks/10506,62471,"1410 West Saint Louis Avenue,Vandalia, IL, 62471",,,0.0,0.0
